Genus	Species	Subspecies	Ploidy Level (x)	DNA Amount1C (pg)	Original Reference
Medicago	ciliaris		2	0.78	Fyad-Lameche et al.,2016
Medicago	sativa	subsp. quasifalcata	2	0.86	Blondon et al.,1994
Medicago	quasifalcata		4	0.86	Marie & Brown,1993
Medicago	lupulina		2	0.9	Mowforth and Grime,1989
Medicago	laciniata		2	0.9	Fyad-Lameche et al.,2016
Medicago	falcata		2	0.9	Münzbergová,2009
Medicago	coerulea		4	0.9	Marie & Brown,1993
Medicago	sativa		4	1.72	Pustahija et al.,2013
Medicago	arborea		4	1.8	Bennett,1972
Medicago	glutinosa		4	1.9	Bennett,1972
Melaleuca	quinquenervia	NA	-	0.97	Morgan & Westoby,2005
Melaleuca	leucadendra	NA	-	1.13	Ohri,2002
Mentha	piperita	NA	-	0.3	Olszewska and Osiecka,1983
Mentha	longifolia	NA	2	0.39	Hanson et al.,2002
Mentha	arvensis	NA	-	0.45	Pustahija et al.,2013
Mentha	rotundifolia	NA	-	0.64	Zhang et al.,2013
Mentha	aquatica	NA	-	1.5	Band,1984
Mesostigma	viride	NA	-	0.35	Kapraun,2007
Mesotaenium	kramstae	NA	-	0.55	Kapraun,2007
Micromonas	pusilla	NA	-	0.03	Simon et al.,1994
Microtea	scabrida	NA	2	2.1	Poggio et al.,1999
Mimosa	pudica	NA	4	0.6	Bennett et al.,1998
Mimosa	invisa	NA	2	0.7	Bennett et al.,1998
Miscanthus	oligostachyus	'purpurascens'	2	2.44	Chae et al.,2014
Miscanthus	floridulus		2	2.53	Chae et al.,2014
Miscanthus	sacchariflorus		2	2.57	Chramiec-Głąbik et al.,2012
Miscanthus	sinensis	var. condensatus 'Cosmopolitan'	2	2.61	Chae et al.,2014
Miscanthus	transmorrisonensis		2	2.69	Chae et al.,2014
Miscanthus	tinctorius		2	2.83	Chae et al.,2014
Miscanthus	x giganteus	'Illinois'	3	3.43	Chae et al.,2014
Miscanthus	sinensis	'Goliath'	3	3.79	Chae et al.,2014
Miscanthus	sacchariflorus	'KB Giganteus'	4	4.33	Chae et al.,2014
Momordica	charantia	NA	2	2.1	Ingle et al.,1975
Monotropa	uniflora	NA	-	29.9	Bai et al.,2012
Moricandia	arvensis	NA	-	0.65	Lysák et al.,2009
Moricandia	arvensis	NA	-	0.65	Lysák et al.,2009
Moringa	pterygosperma	NA	-	0.6	Ohri and Kumar,1986
Morus	alba	NA	-	0.9	Ohri and Kumar,1986
Musa	balbisiana		2	0.6	Dolezel et al.,1994
Musa	schizocarpa		2	0.6	D’Hont et al.,1999
Musa	itinerans	var. itinerans	2	0.61	Čížková J et al.,2015
Musa	laterita		2	0.61	Bartos et al.,2005
Musa	ornata		2	0.62	Kamaté et al.,2001
Musa	velutina		2	0.62	Bartos et al.,2005
Musa	acuminata	subsp. banksii Simm.	2	0.6	Dolezel et al.,1994
Musa	textilis		2	0.6	D’Hont et al.,1999
Musa	yunnanensis		2	0.63	Čížková J et al.,2015
Musa	x fennicae	(M. siamensis x M. rosea)	2	0.63	Čížková J et al.,2015
Musa	mannii		2	0.63	Bartos et al.,2005
Musa	rosea x siamensis		2	0.64	Čížková J et al.,2015
Musa	siamensis		2	0.64	Čížková J et al.,2015
Musa	rosea	(hybrid)	2	0.64	Čížková J et al.,2015
Musa	rubra		2	0.65	Čížková J et al.,2015
Musa	rubinea		2	0.66	Čížková J et al.,2015
Musa	monticola		2	0.7	Čížková J et al.,2015
Musa	campestris	var. sarawakensis	2	0.71	Čížková J et al.,2015
Musa	violascens		2	0.71	Čížková J et al.,2015
Musa	lutea		2	0.72	Čížková J et al.,2015
Musa	exotica		2	0.72	Čížková J et al.,2015
Musa	maclayi	type Hung Si	2	0.74	Bartos et al.,2005
Musa	barioensis		2	0.74	Čížková J et al.,2015
Musa	beccarii	var. beccarii	2	0.77	Čížková J et al.,2015
Musa	peekelii	subsp. peekelii (N.W.Simmonds) Argent	2	0.77	Bartos et al.,2005
Musa	acuminata		3	0.85	Šmarda et al.,2014
Musa	borneensis		2	0.89	Čížková J et al.,2015
Nannochloris	bacillaris	NA	-	0.02	Yamamoto et al.,2001
Nasturtium	officinale	NA	4	0.38	Morozowska et al.,2010
Nasturtium	microphyllum	NA	8	0.72	Morozowska et al.,2010
Nelumbo	nucifera	NA	2	0.24	Hanson et al.,2001
Nelumbo	lutea	NA	2	0.97	Diao et al.,2006
Nicotiana	trigonophylla	NA	2	1.4	Narayan,1987
Nicotiana	obtusifolia	NA	2	1.55	Leitch et al.,2008
Nicotiana	setchellii	NA	2	2.2	Narayan,1987
Nicotiana	glutinosa	NA	2	2.24	Leitch et al.,2008
Nicotiana	petunioides	NA	2	2.3	Narayan,1987
Nicotiana	linearis	NA	2	2.3	Narayan,1987
Nicotiana	palmerii	NA	2	2.4	Narayan,1987
Nicotiana	undulata	NA	2	2.42	Leitch et al.,2008
Nicotiana	alata	NA	2	2.4	Narayan,1987
Nicotiana	rotundifolia	NA	4	2.4	Narayan,1987
Nicotiana	attenuata	NA	2	2.48	Leitch et al.,2008
Nicotiana	sylvestris	NA	2	2.7	Leitch et al.,2008
Nicotiana	tomentosiformis	NA	2	2.74	Leitch et al.,2008
Nicotiana	wigandioides	NA	2	2.85	Leitch et al.,2008
Nicotiana	miersii	NA	2	2.9	Narayan,1987
Nicotiana	paniculata	NA	2	2.95	Leitch et al.,2008
Nicotiana	corymbosa	NA	2	3	Narayan,1987
Nicotiana	exigua	NA	4	3	Narayan,1987
Nicotiana	occidentalis	NA	4	3	Narayan,1987
Nicotiana	pauciflora	NA	2	3.1	Narayan,1987
Nicotiana	noctiflora	NA	2	3.2	Narayan,1987
Nicotiana	gossei	NA	4	3.1	Narayan,1987
Nicotiana	knightiana	NA	2	3.16	Leitch et al.,2008
Nicotiana	benthamiana	NA	4	3.2	Narayan,1987
Nicotiana	forgetiana	NA	2	3.2	Narayan,1987
Nicotiana	maritima	NA	4	3.3	Narayan,1987
Nicotiana	otophora	NA	2	3.3	Narayan,1987
Nicotiana	tomentosa	NA	2	3.3	Narayan,1987
Nicotiana	acuminata	NA	2	3.3	Narayan,1987
Nicotiana	fragrans	NA	4	3.3	Narayan,1987
Nicotiana	excelsior	NA	4	3.4	Narayan,1987
Nicotiana	nudicaulis	NA	4	3.56	Leitch et al.,2008
Nicotiana	thyrsiflora	NA	2	3.7	Narayan,1987
Nicotiana	goodspeedii	NA	4	3.9	Narayan,1987
Nicotiana	longiflora	NA	2	4.1	Narayan,1987
Nicotiana	bonariensis	NA	2	4.1	Narayan,1987
Nicotiana	clevelandii	NA	4	4.14	Leitch et al.,2008
Nicotiana	plumbaginifolia	NA	2	4.1	Narayan,1987
Nicotiana	bigelovii	NA	4	4.2	Narayan,1987
Nicotiana	quadrivalvis	NA	4	4.25	Leitch et al.,2008
Nicotiana	raimondii	NA	2	4.3	Narayan,1987
Nicotiana	langsdorffii	NA	2	4.3	Narayan,1987
Nicotiana	carodifolia	NA	2	4.5	Narayan,1987
Nicotiana	benavidesii	NA	2	4.5	Narayan,1987
Nicotiana	stocktonii	NA	4	5	Leitch et al.,2008
Nicotiana	nesophila	NA	4	5.03	Leitch et al.,2008
Nicotiana	arentsii	NA	4	5.06	Leitch et al.,2008
Nicotiana	tabacum	NA	4	5.18	Leitch et al.,2008
Nicotiana	solanifolia	NA	2	5.2	Narayan,1987
Nicotiana	rustica	NA	4	5.3	Leitch et al.,2008
Nicotiana	glauca	NA	2	5.3	Narayan,1987
Nicotiana	repanda	NA	4	5.44	Leitch et al.,2008
Nicotiana	acaulis	NA	2	5.9	Narayan,1987
Nicotiana	debneyi	NA	4	6	Narayan,1987
Nicotiana	suaveolens	NA	4	6.4	Narayan,1987
Noccaea	alpestris	NA	2	0.24	Lysák et al.,2009
Nymphaea	minuta		2	0.46	Pellicer et al.,2013
Nymphaea	colorata		2	0.5	Pellicer et al.,2013
Nymphaea	thermarum		2	0.51	Pellicer et al.,2013
Nymphaea	caerulea		2	0.58	Pellicer et al.,2013
Nymphaea	mexicana		4	0.6	Pellicer et al.,2013
Nymphaea	capensis	cv. 'Blue Charles Thomas'	-	0.78	Diao et al.,2006
Nymphaea	ampla		2	0.79	Pellicer et al.,2013
Nymphaea	rudgeana		3	0.81	Pellicer et al.,2013
Nymphaea	amazonum		4	0.84	Pellicer et al.,2013
Nymphaea	micrantha		2	0.91	Pellicer et al.,2013
Nymphaea	nouchali		6	1.22	Pellicer et al.,2013
Nymphaea	atrans		6	1.44	Pellicer et al.,2013
Nymphaea	immutabilis		6	1.44	Pellicer et al.,2013
Nymphaea	carpentariae	'Julia Leu'	6	1.48	Pellicer et al.,2013
Nymphaea	odorata		8	1.61	Pellicer et al.,2013
Nymphaea	violacea		8	1.81	Pellicer et al.,2013
Nymphaea	lotus	var. dentata (Schumach.) G.Nicholson	4	1.82	Pellicer et al.,2013
Nymphaea	tetragona		-	1.83	Diao et al.,2006
Nymphaea	candida		8	1.98	Pellicer et al.,2013
Nymphaea	pubescens		4	2.02	Pellicer et al.,2013
Nymphaea	alba		-	2.24	Kabátová et al.,2014
Nymphaea	gigantea		16	2.77	Pellicer et al.,2013
Ocimum	tenuiflorum		-	0.36	Carovic-Stanko et al.,2010
Ocimum	gratissimum		-	2.06	Carovic-Stanko et al.,2010
Ocimum	minimum		4	2.27	Carovic-Stanko et al.,2010
Ocimum	basilicum	var. basilicum 'Genovese'	4	2.32	Carovic-Stanko et al.,2010
Ocimum	americanum		6	3.23	Carovic-Stanko et al.,2010
Ocimum	africanum		6	3.54	Carovic-Stanko et al.,2010
Ocimum	basilicum	var. purpurascens   Benth.	6	3.72	Carovic-Stanko et al.,2010
Oenanthe	fistulosa	NA	2	0.6	Kenton and Owens,1988
Oenanthe	crocata	NA	2	0.6	Kenton and Owens,1988
Olea	cerasiformis		2	1.5	Brito et al.,2008
Olea	africana		2	1.58	Bitonti et al.,1999
Olea	indica		2	1.68	Bitonti et al.,1999
Olea	ferruginea		2	1.85	Bitonti et al.,1999
Olea	europaea	cv. Dolce Agogia	2	1.95	Bitonti et al.,1999
Olea	cuspidata		2	2.07	Bitonti et al.,1999
Olea	maderensis		4	2.99	Brito et al.,2008
Oropetium	thomaeum	NA	2	0.3	Kenton and Owens,1988
Oropetium	roxburgianum	NA	4	0.5	Kenton and Owens,1988
Oryza	brachyantha		2	0.4	Uozu et al.,1997
Oryza	rufipogon		2	0.46	Ammiraju et al.,2006
Oryza	nivara		2	0.47	Ammiraju et al.,2006
Oryza	sativa	cv. IR36	2	0.5	Bennett et al.,1976
Oryza	meridionalis		2	0.5	Uozu et al.,1997
Oryza	glumaepatula		2	0.5	Uozu et al.,1997
Oryza	punctata		2	0.6	Uozu et al.,1997
Oryza	eichingeri		2	0.6	Martínez et al.,1994
Oryza	barthii		2	0.6	Iyengar and Sen,1978
Oryza	stapfii		2	0.7	Iyengar and Sen,1978
Oryza	officinalis		2	0.68	Ammiraju et al.,2006
Oryza	longistaminata		2	0.8	Iyengar and Sen,1978
Oryza	glaberrima		2	0.8	Iyengar and Sen,1978
Oryza	granulata		2	0.9	Iyengar and Sen,1978
Oryza	grandiglumis		4	1	Martínez et al.,1994
Oryza	alta		4	1.05	Ammiraju et al.,2006
Oryza	australiensis		2	1.1	Iyengar and Sen,1978
Oryza	latifolia		4	1.2	Martínez et al.,1994
Oryza	ridleyi		4	1.33	Ammiraju et al.,2006
Oryza	punctata		4	1.7	Iyengar and Sen,1978
Oryza	minuta		4	1.7	Iyengar and Sen,1978
Ostreococcus	tauri	NA	-	0.01	Derelle et al.,2006
Panicum	capillare		2	0.45	Kubešová et al.,2010
Panicum	miliaceum		4	1.04	Kubešová et al.,2010
Panicum	thermale		-	1.1	Galbraith et al.,1983
Panicum	virgatum	population SWG-24	4	1.4	Hopkins et al.,1996
Panicum	esculentum		6	1.5	Bennett and Smith,1976
Panicum	dichotomiflorum		6	1.7	Bennett et al.,1998
Panicum	virgatum	population SWG-1op	6	2	Hopkins et al.,1996
Panicum	virgatum	population SWG-1op	8	2.4	Hopkins et al.,1996
Panicum	sumatrense		8	2.39	Šmarda et al.,2014
Papaver	nudicaule	cv. Gartenzwerg	-	1.8	Olszewska and Osiecka,1983
Papaver	persicum		2	2.3	Srivastava and Lavania,1991
Papaver	ocellatum		2	2.3	Srivastava and Lavania,1991
Papaver	atlanticum		2	2.3	Srivastava and Lavania,1991
Papaver	ruprifragum		2	2.4	Srivastava and Lavania,1991
Papaver	nordhagenianum	subsp. islandicum	2	2.4	Srivastava and Lavania,1991
Papaver	rhoeas		2	2.41	Pustahija et al.,2013
Papaver	hybridum		2	2.5	Srivastava and Lavania,1991
Papaver	kerneri		2	2.5	Srivastava and Lavania,1991
Papaver	fugax		2	2.7	Srivastava and Lavania,1991
Papaver	gracile		2	2.8	Srivastava and Lavania,1991
Papaver	lateritium		2	2.8	Srivastava and Lavania,1991
Papaver	commutatum		2	2.9	Srivastava and Lavania,1991
Papaver	spicatum		2	2.9	Srivastava and Lavania,1991
Papaver	trinifolium		2	3	Srivastava and Lavania,1991
Papaver	bracteatum		2	3.08	Esfahani et al.,2016
Papaver	glaucum		2	3.1	Srivastava and Lavania,1991
Papaver	tauricola		2	3.4	Srivastava and Lavania,1991
Papaver	dubium	subsp. dubium	2	3.7	Srivastava and Lavania,1991
Papaver	somniferum		2	3.8	Bennett,1972
Papaver	setigerum		2	4	Srivastava and Lavania,1991
Papaver	nudicaule		2	4.1	Srivastava and Lavania,1991
Papaver	dubium		4	4.5	Bennett and Smith,1976
Papaver	setigerum		4	6.7	Srivastava and Lavania,1991
Papaver	orientale		6	8.9	Bennett and Smith,1976
Paspalum	juergensii		2	0.62	Vaio et al.,2007
Paspalum	notatum		2	0.72	Arumuganathan et al.,1999
Paspalum	haumanii		2	0.75	Vaio et al.,2007
Paspalum	intermedium		2	0.76	Vaio et al.,2007
Paspalum	quadrifarium		2	0.93	Vaio et al.,2007
Paspalum	notatum		-	1.1	Bennett and Smith,1976
Paspalum	dilatatum	Virasoro	4	1.15	Vaio et al.,2007
Paspalum	dasypleurum		4	1.2	Vaio et al.,2007
Paspalum	urvillei		4	1.2	Vaio et al.,2007
Paspalum	pauciciliatum		4	1.2	Vaio et al.,2007
Paspalum	exaltatum		4	1.48	Vaio et al.,2007
Paspalum	dilatatum	subsp. dilatatum	5	1.48	Vaio et al.,2007
Paspalum	conjugatum		-	1.5	Bennett et al.,1998
Paspalum	orbiculare		6	1.57	Murray et al.,2005
Paspalum	quadrifarium		4	1.61	Vaio et al.,2007
Paspalum	dilatatum	Torres	6	1.79	Vaio et al.,2007
Passiflora	organensis	NA	2	0.21	Yotoko et al.,2011
Passiflora	micropetala	NA	2	0.25	Yotoko et al.,2011
Passiflora	misera	NA	2	0.25	Yotoko et al.,2011
Passiflora	leptoclada	NA	2	0.26	Yotoko et al.,2011
Passiflora	palmeri	NA	2	0.26	Yotoko et al.,2011
Passiflora	tulae	NA	2	0.28	Yotoko et al.,2011
Passiflora	tricuspis	NA	2	0.29	Yotoko et al.,2011
Passiflora	pohlii	NA	2	0.3	Yotoko et al.,2011
Passiflora	capsularis	NA	2	0.32	Yotoko et al.,2011
Passiflora	vespertilio	NA	2	0.33	Yotoko et al.,2011
Passiflora	foetida	NA	2	0.48	Yotoko et al.,2011
Passiflora	morifolia	NA	2	0.51	Yotoko et al.,2011
Passiflora	incarnata	NA	2	0.66	Yotoko et al.,2011
Passiflora	suberosa	NA	4	0.68	Yotoko et al.,2011
Passiflora	truncata	NA	2	0.7	Yotoko et al.,2011
Passiflora	edmundoii	NA	2	0.76	Yotoko et al.,2011
Passiflora	deidamioides	NA	-	0.82	Yotoko et al.,2011
Passiflora	hatschbachii	NA	2	0.88	Yotoko et al.,2011
Passiflora	ischnoclada	NA	2	0.9	Yotoko et al.,2011
Passiflora	sidifolia	NA	2	0.93	Yotoko et al.,2011
Passiflora	jilekii	NA	2	0.93	Yotoko et al.,2011
Passiflora	auriculata	NA	2	0.99	Yotoko et al.,2011
Passiflora	actinia	NA	2	1.06	Yotoko et al.,2011
Passiflora	racemosa	NA	2	1.08	Yotoko et al.,2011
Passiflora	campanulata	NA	2	1.2	Yotoko et al.,2011
Passiflora	eichleriana	NA	2	1.21	Yotoko et al.,2011
Passiflora	kermesina	NA	2	1.24	Yotoko et al.,2011
Passiflora	edulis	NA	2	1.26	Yotoko et al.,2011
Passiflora	iodocarpa	NA	2	1.3	Yotoko et al.,2011
Passiflora	watsoniana	NA	2	1.31	Yotoko et al.,2011
Passiflora	loefgrenii	NA	2	1.31	Yotoko et al.,2011
Passiflora	subrotunda	NA	2	1.32	Yotoko et al.,2011
Passiflora	cerasina	NA	2	1.32	Yotoko et al.,2011
Passiflora	coccinea	NA	2	1.34	Yotoko et al.,2011
Passiflora	caerulea	NA	2	1.39	Yotoko et al.,2011
Passiflora	galbana	NA	2	1.39	Yotoko et al.,2011
Passiflora	serratodigitata	NA	2	1.39	Yotoko et al.,2011
Passiflora	foetida	NA	4	1.39	Souza et al.,2003
Passiflora	marifloia	NA	2	1.39	Souza et al.,2003
Passiflora	miersii	NA	2	1.4	Souza et al.,2003
Passiflora	pilosicorona	NA	2	1.4	Yotoko et al.,2011
Passiflora	vitifolia	NA	2	1.41	Yotoko et al.,2011
Passiflora	ligularis	NA	2	1.41	Yotoko et al.,2011
Passiflora	cincinnata	NA	2	1.42	Souza et al.,2003
Passiflora	coerulea	NA	-	1.45	Zonneveld et al.,2005
Passiflora	antioquiensis	NA	-	1.5	Ingle et al.,1975
Passiflora	lutea	NA	-	1.5	Veselý et al.,2012
Passiflora	mucronata	NA	2	1.51	Yotoko et al.,2011
Passiflora	urubiciensis	NA	2	1.58	Yotoko et al.,2011
Passiflora	platyloba	NA	2	1.64	Yotoko et al.,2011
Passiflora	amethystina	NA	2	1.68	Souza et al.,2003
Passiflora	gibertii	NA	2	1.71	Yotoko et al.,2011
Passiflora	pentagona	NA	4	1.84	Souza et al.,2003
Passiflora	nitida	NA	2	1.85	Yotoko et al.,2011
Passiflora	maliformis	NA	2	1.89	Souza et al.,2003
Passiflora	gardneri	NA	2	1.92	Yotoko et al.,2011
Passiflora	laurifolia	NA	2	1.94	Souza et al.,2004
Passiflora	caparidifolia	NA	2	2.05	Yotoko et al.,2011
Passiflora	picturata	NA	2	2.17	Yotoko et al.,2011
Passiflora	alata	NA	2	2.21	Yotoko et al.,2011
Passiflora	menispermifolia	NA	-	2.27	Arumuganathan and Earle,1991
Passiflora	quadrangularis	NA	2	2.68	Souza et al.,2004
Paulownia	kawakamii	NA	-	0.56	Kumar et al.,2011
Paulownia	tomentosoa	NA	-	0.6	Garcia S. et al.,2010
Penstemon	dissectus		2	0.47	Broderick et al.,2011
Penstemon	leonardii	var. higginsii Neese	2	0.49	Broderick et al.,2011
Penstemon	fruticosus	var. fruticosus 'Purple Haze'	2	0.49	Broderick et al.,2011
Penstemon	davidsonii		2	0.5	Broderick et al.,2011
Penstemon	triphyllus		2	0.5	Broderick et al.,2011
Penstemon	personatus		2	0.51	Broderick et al.,2011
Penstemon	linarioides	subsp. sileri Keck	2	0.51	Broderick et al.,2011
Penstemon	ambiguus		2	0.52	Broderick et al.,2011
Penstemon	deustus	var. deustus Douglas ex Lindley	2	0.52	Broderick et al.,2011
Penstemon	newberryi		2	0.53	Broderick et al.,2011
Penstemon	serrulatus		2	0.54	Broderick et al.,2011
Penstemon	uintahensis		2	0.56	Broderick et al.,2011
Penstemon	smallii	'Violet Dusk'	2	0.57	Broderick et al.,2011
Penstemon	grifinnii		2	0.57	Broderick et al.,2011
Penstemon	laricifolius	var. laricifolius Hooker & Arnold	2	0.57	Broderick et al.,2011
Penstemon	cusickii		2	0.57	Broderick et al.,2011
Penstemon	sepalulus		2	0.58	Broderick et al.,2011
Penstemon	fasciculatus		2	0.58	Broderick et al.,2011
Penstemon	rostriflorus		2	0.58	Broderick et al.,2011
Penstemon	grandiflorus		2	0.59	Broderick et al.,2011
Penstemon	lyallii		2	0.6	Broderick et al.,2011
Penstemon	pinifolius		2	0.6	Broderick et al.,2011
Penstemon	fendleri		2	0.61	Broderick et al.,2011
Penstemon	humilis	var. brevifolius Keck	2	0.61	Broderick et al.,2011
Penstemon	x mexicali	'Potus Bells'	2	0.61	Broderick et al.,2011
Penstemon	procerus	var. procerus Douglas ex Graham	2	0.63	Broderick et al.,2011
Penstemon	watsonii		2	0.64	Broderick et al.,2011
Penstemon	cardinalis	subsp. cardinalis Wooten & Standley	2	0.64	Broderick et al.,2011
Penstemon	alamoensis		2	0.64	Broderick et al.,2011
Penstemon	whippleanus		2	0.65	Broderick et al.,2011
Penstemon	thompsoniae		2	0.66	Broderick et al.,2011
Penstemon	glabrescens		2	0.66	Broderick et al.,2011
Penstemon	montanus	var. montanus	2	0.67	Broderick et al.,2011
Penstemon	ramaleyi		2	0.67	Broderick et al.,2011
Penstemon	albertinus		2	0.67	Broderick et al.,2011
Penstemon	pruinosus		2	0.68	Broderick et al.,2011
Penstemon	tusharensis		2	0.68	Broderick et al.,2011
Penstemon	floridus	var. floridus Brandegee	2	0.7	Broderick et al.,2011
Penstemon	ovatus		2	0.7	Broderick et al.,2011
Penstemon	grinnellii	var. grinnellii Eastwood	2	0.7	Broderick et al.,2011
Penstemon	palmeri		2	0.71	Broderick et al.,2011
Penstemon	caespitosus	var. perbrevis N.Holmgren	2	0.71	Broderick et al.,2011
Penstemon	abietinus		2	0.71	Broderick et al.,2011
Penstemon	superbus		2	0.71	Broderick et al.,2011
Penstemon	radicosus		2	0.71	Broderick et al.,2011
Penstemon	wilcoxii		2	0.72	Broderick et al.,2011
Penstemon	yampaënsis		2	0.73	Broderick et al.,2011
Penstemon	pseudospectabilis		2	0.73	Broderick et al.,2011
Penstemon	fremontii		2	0.74	Broderick et al.,2011
Penstemon	eatonii	subsp. eatonii Gray	2	0.74	Broderick et al.,2011
Penstemon	laevis		2	0.74	Broderick et al.,2011
Penstemon	petiolatus		2	0.75	Broderick et al.,2011
Penstemon	acaulis		2	0.76	Broderick et al.,2011
Penstemon	flowersii		2	0.76	Broderick et al.,2011
Penstemon	brandegeei		2	0.76	Broderick et al.,2011
Penstemon	auriberbis		2	0.76	Broderick et al.,2011
Penstemon	speciosus		2	0.76	Broderick et al.,2011
Penstemon	harbourii		2	0.77	Broderick et al.,2011
Penstemon	gibbensii		2	0.77	Broderick et al.,2011
Penstemon	strictiformis		2	0.78	Broderick et al.,2011
Penstemon	hallii		2	0.78	Broderick et al.,2011
Penstemon	pachyphyllus	var. congestus N.Holmgren	2	0.78	Broderick et al.,2011
Penstemon	cobaea		2	0.78	Broderick et al.,2011
Penstemon	glaber	var. alpinus	2	0.79	Broderick et al.,2011
Penstemon	utahensis		2	0.79	Broderick et al.,2011
Penstemon	labrosus		2	0.79	Broderick et al.,2011
Penstemon	confusus		2	0.8	Broderick et al.,2011
Penstemon	scariosus	var. garrettii Pennell	2	0.8	Broderick et al.,2011
Penstemon	grahamii		2	0.8	Broderick et al.,2011
Penstemon	ammophilus		2	0.8	Broderick et al.,2011
Penstemon	albidus		2	0.8	Broderick et al.,2011
Penstemon	dolius	var. duchesnensis	2	0.8	Broderick et al.,2011
Penstemon	wardii		2	0.81	Broderick et al.,2011
Penstemon	parvus		2	0.82	Broderick et al.,2011
Penstemon	barbatus	subsp. trichander D.D. Keck	2	0.82	Broderick et al.,2011
Penstemon	strictus		2	0.82	Broderick et al.,2011
Penstemon	secundiflorus		2	0.83	Broderick et al.,2011
Penstemon	ophianthus		2	0.83	Broderick et al.,2011
Penstemon	lentus		2	0.83	Broderick et al.,2011
Penstemon	virens		2	0.84	Broderick et al.,2011
Penstemon	triflorus	subsp. integrifolius Pennell	2	0.84	Broderick et al.,2011
Penstemon	janishiae		2	0.84	Broderick et al.,2011
Penstemon	pinorum		2	0.86	Broderick et al.,2011
Penstemon	virgatus	subsp. asa-grayi Crosswhite	2	0.86	Broderick et al.,2011
Penstemon	idahoensis		2	0.86	Broderick et al.,2011
Penstemon	cyaneus		2	0.86	Broderick et al.,2011
Penstemon	leiophyllus	var. leiophyllus Pennell	2	0.87	Broderick et al.,2011
Penstemon	subglaber		2	0.87	Broderick et al.,2011
Penstemon	angustifolius	var. vernalensis N.Holmgren	2	0.88	Broderick et al.,2011
Penstemon	navajoa		2	0.88	Broderick et al.,2011
Penstemon	pseudoputus		2	0.89	Broderick et al.,2011
Penstemon	comarrhenus		2	0.9	Broderick et al.,2011
Penstemon	cyananthus	var. cyananthus Hooker	2	0.92	Broderick et al.,2011
Penstemon	eriantherus	var. redactus	2	0.92	Broderick et al.,2011
Penstemon	nitidus		2	0.93	Broderick et al.,2011
Penstemon	attenuatus	var. militaris Cronquist	4	1.18	Broderick et al.,2011
Penstemon	pratensis		4	1.18	Broderick et al.,2011
Penstemon	caespitosus	var. desertipicti N.Holmgren	4	1.18	Broderick et al.,2011
Penstemon	azureus	var. azureus Bentham	4	1.19	Broderick et al.,2011
Penstemon	tubaeflorus		4	1.22	Broderick et al.,2011
Penstemon	dissectus		2	0.47	Broderick et al.,2011
Penstemon	leonardii	var. higginsii Neese	2	0.49	Broderick et al.,2011
Penstemon	fruticosus	var. fruticosus 'Purple Haze'	2	0.49	Broderick et al.,2011
Penstemon	davidsonii		2	0.5	Broderick et al.,2011
Penstemon	triphyllus		2	0.5	Broderick et al.,2011
Penstemon	personatus		2	0.51	Broderick et al.,2011
Penstemon	linarioides	subsp. sileri Keck	2	0.51	Broderick et al.,2011
Penstemon	ambiguus		2	0.52	Broderick et al.,2011
Penstemon	deustus	var. deustus Douglas ex Lindley	2	0.52	Broderick et al.,2011
Penstemon	newberryi		2	0.53	Broderick et al.,2011
Penstemon	serrulatus		2	0.54	Broderick et al.,2011
Penstemon	uintahensis		2	0.56	Broderick et al.,2011
Penstemon	smallii	'Violet Dusk'	2	0.57	Broderick et al.,2011
Penstemon	grifinnii		2	0.57	Broderick et al.,2011
Penstemon	laricifolius	var. laricifolius Hooker & Arnold	2	0.57	Broderick et al.,2011
Penstemon	cusickii		2	0.57	Broderick et al.,2011
Penstemon	sepalulus		2	0.58	Broderick et al.,2011
Penstemon	fasciculatus		2	0.58	Broderick et al.,2011
Penstemon	rostriflorus		2	0.58	Broderick et al.,2011
Penstemon	grandiflorus		2	0.59	Broderick et al.,2011
Penstemon	lyallii		2	0.6	Broderick et al.,2011
Penstemon	pinifolius		2	0.6	Broderick et al.,2011
Penstemon	fendleri		2	0.61	Broderick et al.,2011
Penstemon	humilis	var. brevifolius Keck	2	0.61	Broderick et al.,2011
Penstemon	x mexicali	'Potus Bells'	2	0.61	Broderick et al.,2011
Penstemon	procerus	var. procerus Douglas ex Graham	2	0.63	Broderick et al.,2011
Penstemon	watsonii		2	0.64	Broderick et al.,2011
Penstemon	cardinalis	subsp. cardinalis Wooten & Standley	2	0.64	Broderick et al.,2011
Penstemon	alamoensis		2	0.64	Broderick et al.,2011
Penstemon	whippleanus		2	0.65	Broderick et al.,2011
Penstemon	thompsoniae		2	0.66	Broderick et al.,2011
Penstemon	glabrescens		2	0.66	Broderick et al.,2011
Penstemon	montanus	var. montanus	2	0.67	Broderick et al.,2011
Penstemon	ramaleyi		2	0.67	Broderick et al.,2011
Penstemon	albertinus		2	0.67	Broderick et al.,2011
Penstemon	pruinosus		2	0.68	Broderick et al.,2011
Penstemon	tusharensis		2	0.68	Broderick et al.,2011
Penstemon	floridus	var. floridus Brandegee	2	0.7	Broderick et al.,2011
